# Peakfit fitted function data
# Source: E:/VS_CODE/PCM_Fano/10nm_5L_peak.txt
# Parameters:
# iC=171400.0
# iD=100000.0
# ib=-0.08119415960931883
# ig0=4.359163230000393
# iq=-38.50325927034465
# ia=0.5431
# iL=12.0986
# N=1.4466800757725217e-05
# y0=557.0747808865665
#
# iw	y_model	y	residual
464.5182	577.8088409437515	594.0	16.191159056248466
465.3631	577.7428842404536	590.0	12.257115759546423
466.2079	577.9318294062726	588.0	10.06817059372736
467.0525	578.5182876802407	599.0	20.481712319759254
467.8969	579.4205812246264	593.0	13.579418775373597
468.7413	580.3699798311847	595.0	14.63002016881535
469.5854	581.0660845941095	593.0	11.933915405890502
470.4294	581.3656714775224	597.0	15.634328522477631
471.2733	581.3842512866253	595.0	13.615748713374728
472.117	581.4393940214648	597.0	15.56060597853525
472.9606	581.8568213458855	594.0	12.143178654114536
473.804	582.7553939738814	598.0	15.244606026118618
474.6473	583.9542056780919	594.0	10.045794321908147
475.4904	585.0764346875198	597.0	11.92356531248015
476.3334	585.7987765427921	598.0	12.201223457207902
477.1762	586.0840394661659	598.0	11.915960533834095
478.0189	586.2303531284442	598.0	11.769646871555778
478.8614	586.6808569133353	601.0	14.319143086664667
479.7037	587.7094541642351	605.0	17.290545835764874
480.546	589.2051841528083	604.0	14.794815847191671
481.388	590.7287437837343	606.0	15.27125621626567
482.2299	591.8319151063574	604.0	12.168084893642572
483.0717	592.412839235205	603.0	10.587160764795044
483.9133	592.8298100459167	618.0	25.1701899540833
484.7548	593.6497020749566	615.0	21.350297925043378
485.5961	595.1966002344961	612.0	16.803399765503855
486.4373	597.2611020043028	617.0	19.738897995697243
487.2783	599.2413156510667	617.0	17.758684348933343
488.1192	600.6486088866095	618.0	17.35139111339049
488.9599	601.5661816603008	618.0	16.4338183396992
489.8004	602.6330792656219	626.0	23.36692073437814
490.6409	604.502569448035	625.0	20.497430551964953
491.4811	607.2236715337651	634.0	26.776328466234872
492.3213	610.1508155499132	633.0	22.849184450086796
493.1612	612.5425405271311	632.0	19.45745947286889
494.001	614.3413746782028	639.0	24.658625321797217
494.8407	616.3230566161443	648.0	31.6769433838557
495.6802	619.3616263940041	646.0	26.638373605995866
496.5196	623.4919897909249	645.0	21.50801020907511
497.3588	627.8171548750198	656.0	28.18284512498019
498.1979	631.5160642552671	654.0	22.48393574473289
499.0368	634.9042074013817	650.0	15.095792598618345
499.8756	639.2277208859443	663.0	23.772279114055664
500.7142	645.2294417830935	659.0	13.770558216906466
501.5527	652.1975132277411	662.0	9.80248677225893
502.391	658.9051500776233	663.0	4.0948499223767385
503.2292	665.4640357499642	691.0	25.535964250035818
504.0672	673.5048962313641	666.0	-7.504896231364114
504.9051	684.0924899946356	683.0	-1.0924899946355708
505.7428	696.275129059726	697.0	0.724870940273945
506.5804	708.8624846697256	697.0	-11.862484669725632
507.4178	723.0209033025669	714.0	-9.020903302566921
508.2551	741.1815698811497	734.0	-7.181569881149699
509.0923	763.6042537305764	745.0	-18.604253730576374
509.9292	789.067114626036	768.0	-21.06711462603596
510.7661	819.2956663057751	789.0	-30.295666305775057
511.6028	858.3583674762998	821.0	-37.358367476299804
512.4393	907.8358654388105	867.0	-40.835865438810515
513.2757	969.3873798172147	916.0	-53.38737981721465
514.1119	1050.5577741178352	985.0	-65.55777411783515
514.948	1160.6093786002564	1103.0	-57.60937860025638
515.7839	1310.5486558384398	1250.0	-60.5486558384398
516.6198	1523.5467506697603	1464.0	-59.546750669760286
517.4554	1833.3109707391018	1805.0	-28.310970739101776
518.2909	2286.782361049959	2304.0	17.217638950040964
519.1262	2923.3987892898313	3011.0	87.60121071016874
519.9614	3647.044173327653	3711.0	63.95582667234703
520.7965	4001.2461424368194	3905.0	-96.24614243681935
521.6314	3548.9347882122347	3530.0	-18.934788212234707
522.4661	2704.9505034280355	2773.0	68.04949657196448
523.3007	2003.469976718105	2049.0	45.530023281894955
524.1352	1540.3757477723916	1547.0	6.624252227608395
524.9695	1247.8633963943385	1228.0	-19.86339639433845
525.8036	1059.8474626692775	1047.0	-12.847462669277547
526.6377	934.8016998293945	907.0	-27.801699829394465
527.4716	848.6551321300235	844.0	-4.655132130023503
